seq_name	length	topology	coordinates	n_genes	genetic_code	virus_score	fdr	n_hallmarks	marker_enrichment	taxonomy
k127_5682	294	No terminal repeats	NA	1	11	0.4908	NA	0	0.0000	Unclassified
k127_18802	301	No terminal repeats	NA	2	11	0.4907	NA	0	0.0000	Unclassified
k127_20119	550	No terminal repeats	NA	1	11	0.4907	NA	0	0.0000	Unclassified
k127_30238	300	No terminal repeats	NA	2	11	0.4907	NA	0	0.0000	Unclassified
k127_38972	296	No terminal repeats	NA	1	11	0.4907	NA	0	0.0000	Unclassified
k127_40274	337	No terminal repeats	NA	1	11	0.4907	NA	0	0.0000	Unclassified
k127_16099	279	No terminal repeats	NA	1	11	0.4907	NA	0	0.0000	Unclassified
k127_41078	524	No terminal repeats	NA	1	11	0.4907	NA	0	0.0000	Unclassified
k127_33143	509	No terminal repeats	NA	1	11	0.4907	NA	0	0.0000	Unclassified
k127_22367	300	No terminal repeats	NA	2	11	0.4907	NA	0	0.0000	Unclassified
k127_36142	301	No terminal repeats	NA	1	11	0.4906	NA	0	0.0000	Unclassified
k127_41515	628	No terminal repeats	NA	1	11	0.4906	NA	0	0.0000	Unclassified
k127_23613	294	No terminal repeats	NA	1	11	0.4906	NA	0	0.0000	Unclassified
k127_31647	301	No terminal repeats	NA	2	11	0.4906	NA	0	0.0000	Unclassified
k127_26563	301	No terminal repeats	NA	1	11	0.4906	NA	0	0.0000	Unclassified
k127_25703	286	No terminal repeats	NA	1	11	0.4906	NA	0	0.0000	Unclassified
k127_13094	293	No terminal repeats	NA	2	11	0.4906	NA	0	0.0000	Unclassified
k127_20555	294	No terminal repeats	NA	1	11	0.4906	NA	0	0.0000	Unclassified
k127_31064	301	No terminal repeats	NA	1	11	0.4906	NA	0	1.5708	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_30845	289	No terminal repeats	NA	1	11	0.4905	NA	0	0.0000	Unclassified
k127_24301	292	No terminal repeats	NA	1	11	0.4905	NA	0	0.0000	Unclassified
k127_6874	415	No terminal repeats	NA	1	11	0.4905	NA	0	0.0000	Unclassified
k127_20231	300	No terminal repeats	NA	1	11	0.4905	NA	0	0.0000	Unclassified
k127_23177	299	No terminal repeats	NA	1	11	0.4905	NA	0	0.0000	Unclassified
k127_15524	299	No terminal repeats	NA	1	11	0.4905	NA	0	0.0000	Unclassified
k127_29175	301	No terminal repeats	NA	2	11	0.4905	NA	0	0.0000	Unclassified
k127_13961	289	No terminal repeats	NA	2	11	0.4905	NA	0	0.0000	Unclassified
k127_21178	301	No terminal repeats	NA	1	11	0.4904	NA	0	0.0000	Unclassified
k127_31182	301	No terminal repeats	NA	1	11	0.4904	NA	0	0.0000	Unclassified
k127_39654	301	No terminal repeats	NA	1	11	0.4904	NA	0	0.0000	Unclassified
k127_26893	289	No terminal repeats	NA	1	11	0.4904	NA	0	0.0000	Unclassified
k127_25414	300	No terminal repeats	NA	1	11	0.4904	NA	0	0.0000	Unclassified
k127_42432	300	No terminal repeats	NA	1	11	0.4904	NA	0	0.0000	Unclassified
k127_27073	387	No terminal repeats	NA	2	11	0.4904	NA	0	0.0000	Unclassified
k127_14706	294	No terminal repeats	NA	1	11	0.4904	NA	0	0.0000	Unclassified
k127_30548	405	No terminal repeats	NA	1	11	0.4904	NA	0	0.0000	Unclassified
k127_22411	287	No terminal repeats	NA	1	11	0.4904	NA	0	0.0000	Unclassified
k127_31854	449	No terminal repeats	NA	1	11	0.4904	NA	0	0.0000	Unclassified
k127_19218	407	No terminal repeats	NA	1	11	0.4903	NA	0	0.0000	Unclassified
k127_16090	287	No terminal repeats	NA	1	11	0.4903	NA	0	0.0000	Unclassified
k127_28537	301	No terminal repeats	NA	1	11	0.4903	NA	0	0.0000	Unclassified
k127_27526	395	No terminal repeats	NA	1	11	0.4903	NA	0	0.0000	Unclassified
k127_15223	301	No terminal repeats	NA	1	11	0.4903	NA	0	0.0000	Unclassified
k127_22806	278	No terminal repeats	NA	1	11	0.4903	NA	0	0.0000	Unclassified
k127_34919	301	No terminal repeats	NA	2	11	0.4903	NA	0	0.0000	Unclassified
k127_23688	264	No terminal repeats	NA	2	11	0.4903	NA	0	0.0000	Unclassified
k127_35898	292	No terminal repeats	NA	1	11	0.4903	NA	0	0.0000	Unclassified
k127_16437	301	No terminal repeats	NA	2	11	0.4903	NA	0	0.0000	Unclassified
k127_29805	368	No terminal repeats	NA	1	11	0.4903	NA	0	0.0000	Unclassified
k127_4319	297	No terminal repeats	NA	1	11	0.4903	NA	0	0.0000	Unclassified
k127_17425	300	No terminal repeats	NA	1	11	0.4903	NA	0	0.0000	Unclassified
k127_16382	295	No terminal repeats	NA	1	11	0.4903	NA	0	0.0000	Unclassified
k127_21775	270	No terminal repeats	NA	1	11	0.4903	NA	0	0.0000	Unclassified
k127_21544	514	No terminal repeats	NA	1	11	0.4903	NA	0	0.0000	Unclassified
k127_2418	297	No terminal repeats	NA	1	11	0.4903	NA	0	0.0000	Unclassified
k127_19572	258	No terminal repeats	NA	1	11	0.4902	NA	0	0.0000	Unclassified
k127_37188	527	No terminal repeats	NA	1	11	0.4902	NA	0	0.0000	Unclassified
k127_2594	301	No terminal repeats	NA	1	11	0.4902	NA	0	0.0000	Unclassified
k127_36246	301	No terminal repeats	NA	1	11	0.4902	NA	0	0.0000	Unclassified
k127_30100	366	No terminal repeats	NA	1	11	0.4902	NA	0	0.0000	Unclassified
k127_28957	345	No terminal repeats	NA	1	11	0.4902	NA	0	0.0000	Unclassified
k127_10503	301	No terminal repeats	NA	1	11	0.4901	NA	0	0.0000	Unclassified
k127_14116	299	No terminal repeats	NA	2	11	0.4901	NA	0	0.0000	Unclassified
k127_17028	301	No terminal repeats	NA	1	11	0.4901	NA	0	0.0000	Unclassified
k127_40516	301	No terminal repeats	NA	2	11	0.4901	NA	0	0.0000	Unclassified
k127_12165	513	No terminal repeats	NA	1	11	0.4901	NA	0	0.0000	Unclassified
k127_20117	300	No terminal repeats	NA	1	11	0.4901	NA	0	0.0000	Unclassified
k127_21439	300	No terminal repeats	NA	1	11	0.4901	NA	0	0.0000	Unclassified
k127_390	301	No terminal repeats	NA	1	11	0.4901	NA	0	0.0000	Unclassified
k127_4392	301	No terminal repeats	NA	1	11	0.4901	NA	0	0.0000	Unclassified
k127_32540	301	No terminal repeats	NA	1	11	0.4901	NA	0	0.0000	Unclassified
k127_3806	301	No terminal repeats	NA	1	11	0.4901	NA	0	0.0000	Unclassified
k127_31315	300	No terminal repeats	NA	2	11	0.4901	NA	0	0.0000	Unclassified
k127_43362	242	No terminal repeats	NA	1	11	0.4900	NA	0	0.0000	Unclassified
k127_15075	286	No terminal repeats	NA	1	15	0.4900	NA	0	0.0000	Unclassified
k127_17830	301	No terminal repeats	NA	1	11	0.4900	NA	0	0.0000	Unclassified
k127_31886	276	No terminal repeats	NA	2	11	0.4900	NA	0	0.0000	Unclassified
k127_23603	301	No terminal repeats	NA	1	11	0.4900	NA	0	0.0000	Unclassified
k127_3032	301	No terminal repeats	NA	2	11	0.4900	NA	0	0.0000	Unclassified
k127_26418	301	No terminal repeats	NA	1	11	0.4900	NA	0	0.0000	Unclassified
k127_4758	331	No terminal repeats	NA	1	11	0.4900	NA	0	0.0000	Unclassified
k127_33559	549	No terminal repeats	NA	2	11	0.4900	NA	0	0.0000	Unclassified
k127_23329	294	No terminal repeats	NA	1	11	0.4900	NA	0	0.0000	Unclassified
k127_35376	299	No terminal repeats	NA	1	11	0.4900	NA	0	0.0000	Unclassified
k127_39526	236	No terminal repeats	NA	1	11	0.4899	NA	0	0.0000	Unclassified
k127_44599	349	No terminal repeats	NA	1	11	0.4899	NA	0	0.0000	Unclassified
k127_36598	296	No terminal repeats	NA	1	11	0.4899	NA	0	0.0000	Unclassified
k127_36472	296	No terminal repeats	NA	1	11	0.4899	NA	0	0.0000	Unclassified
k127_9268	459	No terminal repeats	NA	2	11	0.4899	NA	0	0.0000	Unclassified
k127_21297	241	No terminal repeats	NA	1	11	0.4899	NA	0	0.0000	Unclassified
k127_4586	291	No terminal repeats	NA	1	11	0.4899	NA	0	0.0000	Unclassified
k127_19675	252	No terminal repeats	NA	1	11	0.4899	NA	0	0.0000	Unclassified
k127_39693	299	No terminal repeats	NA	1	11	0.4898	NA	0	0.0000	Unclassified
k127_32205	285	No terminal repeats	NA	1	11	0.4898	NA	0	0.0000	Unclassified
k127_7778	300	No terminal repeats	NA	1	11	0.4898	NA	0	0.0000	Unclassified
k127_37488	299	No terminal repeats	NA	1	11	0.4898	NA	0	0.0000	Unclassified
k127_2354	301	No terminal repeats	NA	1	11	0.4897	NA	0	0.0000	Unclassified
k127_43042	327	No terminal repeats	NA	1	11	0.4897	NA	0	0.0000	Unclassified
k127_21419	533	No terminal repeats	NA	2	11	0.4897	NA	0	0.0000	Unclassified
k127_1736	292	No terminal repeats	NA	1	11	0.4897	NA	0	1.2491	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_40132	450	No terminal repeats	NA	2	11	0.4897	NA	0	0.0000	Unclassified
k127_20935	300	No terminal repeats	NA	2	11	0.4897	NA	0	0.0000	Unclassified
k127_29268	331	No terminal repeats	NA	2	11	0.4897	NA	0	0.0000	Unclassified
k127_43851	270	No terminal repeats	NA	1	11	0.4897	NA	0	0.0000	Unclassified
k127_42243	298	No terminal repeats	NA	1	11	0.4897	NA	0	0.0000	Unclassified
k127_28325	300	No terminal repeats	NA	1	11	0.4897	NA	0	0.0000	Unclassified
k127_30175	295	No terminal repeats	NA	1	11	0.4897	NA	0	0.0000	Unclassified
k127_24338	516	No terminal repeats	NA	1	11	0.4897	NA	0	0.0000	Unclassified
k127_5474	272	No terminal repeats	NA	1	11	0.4897	NA	0	0.0000	Unclassified
k127_37270	300	No terminal repeats	NA	1	11	0.4897	NA	0	0.0000	Unclassified
k127_34721	300	No terminal repeats	NA	1	11	0.4897	NA	0	0.0000	Unclassified
k127_2444	529	No terminal repeats	NA	1	11	0.4897	NA	0	0.0000	Unclassified
k127_37140	232	No terminal repeats	NA	1	11	0.4897	NA	0	0.0000	Unclassified
k127_11900	444	No terminal repeats	NA	1	11	0.4896	NA	0	0.0000	Unclassified
k127_3732	300	No terminal repeats	NA	1	11	0.4896	NA	0	0.0000	Unclassified
k127_6620	301	No terminal repeats	NA	1	11	0.4896	NA	0	0.0000	Unclassified
k127_42813	269	No terminal repeats	NA	1	11	0.4896	NA	0	0.0000	Unclassified
k127_28182	474	No terminal repeats	NA	2	11	0.4896	NA	0	0.0000	Unclassified
k127_44710	536	No terminal repeats	NA	1	11	0.4896	NA	0	1.7053	Unclassified
k127_34623	299	No terminal repeats	NA	2	11	0.4896	NA	0	0.0000	Unclassified
k127_33223	452	No terminal repeats	NA	1	11	0.4896	NA	0	0.0000	Unclassified
k127_24306	300	No terminal repeats	NA	1	11	0.4896	NA	0	0.0000	Unclassified
k127_6459	300	No terminal repeats	NA	1	11	0.4896	NA	0	0.0000	Unclassified
k127_25157	301	No terminal repeats	NA	2	11	0.4896	NA	0	0.0000	Unclassified
k127_28794	301	No terminal repeats	NA	1	11	0.4895	NA	0	0.0000	Unclassified
k127_5638	301	No terminal repeats	NA	1	11	0.4895	NA	0	0.0000	Unclassified
k127_30040	297	No terminal repeats	NA	1	11	0.4895	NA	0	0.0000	Unclassified
k127_34661	299	No terminal repeats	NA	1	11	0.4895	NA	0	0.0000	Unclassified
k127_4852	299	No terminal repeats	NA	1	11	0.4895	NA	0	0.0000	Unclassified
k127_39848	299	No terminal repeats	NA	1	11	0.4895	NA	0	0.0000	Unclassified
k127_18808	301	No terminal repeats	NA	1	11	0.4895	NA	0	0.0000	Unclassified
k127_9231	301	No terminal repeats	NA	1	11	0.4895	NA	0	0.0000	Unclassified
k127_15784	299	No terminal repeats	NA	0	11	0.4895	NA	0	0.0000	Unclassified
k127_1222	231	No terminal repeats	NA	1	11	0.4895	NA	0	0.0000	Unclassified
k127_26627	364	No terminal repeats	NA	1	11	0.4895	NA	0	0.0000	Unclassified
k127_14145	301	No terminal repeats	NA	1	11	0.4894	NA	0	0.0000	Unclassified
k127_1848	541	No terminal repeats	NA	3	11	0.4894	NA	0	0.0000	Unclassified
k127_844	295	No terminal repeats	NA	1	11	0.4894	NA	0	0.0000	Unclassified
k127_30538	300	No terminal repeats	NA	1	11	0.4894	NA	0	0.0000	Unclassified
k127_10973	434	No terminal repeats	NA	1	11	0.4894	NA	0	0.0000	Unclassified
k127_42249	270	No terminal repeats	NA	1	11	0.4894	NA	0	0.0000	Unclassified
k127_7299	301	No terminal repeats	NA	1	11	0.4894	NA	0	0.0000	Unclassified
k127_19356	269	No terminal repeats	NA	1	11	0.4894	NA	0	0.0000	Unclassified
k127_26138	539	No terminal repeats	NA	1	11	0.4894	NA	0	0.0000	Unclassified
k127_43485	294	No terminal repeats	NA	1	11	0.4894	NA	0	0.0000	Unclassified
k127_33840	301	No terminal repeats	NA	1	11	0.4893	NA	0	0.0000	Unclassified
k127_28276	271	No terminal repeats	NA	1	11	0.4893	NA	0	0.0000	Unclassified
k127_15389	301	No terminal repeats	NA	1	11	0.4893	NA	0	0.0000	Unclassified
k127_2215	297	No terminal repeats	NA	1	11	0.4893	NA	0	0.0000	Unclassified
k127_35651	287	No terminal repeats	NA	1	11	0.4893	NA	0	0.0000	Unclassified
k127_36688	460	No terminal repeats	NA	1	11	0.4893	NA	0	0.0000	Unclassified
k127_37155	293	No terminal repeats	NA	1	11	0.4892	NA	0	0.0000	Unclassified
k127_44513	301	No terminal repeats	NA	2	11	0.4892	NA	0	0.0000	Unclassified
k127_41103	301	No terminal repeats	NA	1	11	0.4892	NA	0	0.0000	Unclassified
k127_17306	301	No terminal repeats	NA	1	11	0.4892	NA	0	0.0000	Unclassified
k127_35343	300	No terminal repeats	NA	1	11	0.4892	NA	0	0.0000	Unclassified
k127_4100	301	No terminal repeats	NA	1	11	0.4892	NA	0	0.0000	Unclassified
k127_24275	301	No terminal repeats	NA	1	11	0.4892	NA	0	0.0000	Unclassified
k127_38233	392	No terminal repeats	NA	2	11	0.4892	NA	0	1.3041	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_4161	415	No terminal repeats	NA	2	11	0.4892	NA	0	0.0000	Unclassified
k127_21473	244	No terminal repeats	NA	1	11	0.4892	NA	0	0.0000	Unclassified
k127_42492	301	No terminal repeats	NA	1	11	0.4892	NA	0	0.0000	Unclassified
k127_18042	301	No terminal repeats	NA	1	11	0.4892	NA	0	0.0000	Unclassified
k127_3134	300	No terminal repeats	NA	1	11	0.4892	NA	0	0.0000	Unclassified
k127_35584	364	No terminal repeats	NA	1	11	0.4891	NA	0	0.0000	Unclassified
k127_15159	300	No terminal repeats	NA	1	11	0.4891	NA	0	0.0000	Unclassified
k127_22865	300	No terminal repeats	NA	1	11	0.4891	NA	0	0.0000	Unclassified
k127_20089	519	No terminal repeats	NA	1	11	0.4891	NA	0	0.0000	Unclassified
k127_4385	296	No terminal repeats	NA	0	11	0.4891	NA	0	0.0000	Unclassified
k127_10962	537	No terminal repeats	NA	2	11	0.4891	NA	0	0.0000	Unclassified
k127_1627	451	No terminal repeats	NA	1	11	0.4891	NA	0	0.0000	Unclassified
k127_11626	300	No terminal repeats	NA	1	11	0.4891	NA	0	0.0000	Unclassified
k127_14836	525	No terminal repeats	NA	2	11	0.4890	NA	0	0.0000	Unclassified
k127_24309	281	No terminal repeats	NA	1	11	0.4890	NA	0	0.0000	Unclassified
k127_41565	347	No terminal repeats	NA	0	11	0.4890	NA	0	0.0000	Unclassified
k127_7976	301	No terminal repeats	NA	1	11	0.4890	NA	0	0.0000	Unclassified
k127_40570	298	No terminal repeats	NA	1	11	0.4890	NA	0	0.0000	Unclassified
k127_42721	301	No terminal repeats	NA	1	11	0.4890	NA	0	0.0000	Unclassified
k127_34764	301	No terminal repeats	NA	1	11	0.4889	NA	0	0.0000	Unclassified
k127_36213	277	No terminal repeats	NA	1	11	0.4889	NA	0	0.0000	Unclassified
k127_34862	300	No terminal repeats	NA	1	11	0.4889	NA	0	0.0000	Unclassified
k127_26951	419	No terminal repeats	NA	1	11	0.4889	NA	0	0.0000	Unclassified
k127_19935	440	No terminal repeats	NA	1	11	0.4889	NA	0	0.0000	Unclassified
k127_24039	299	No terminal repeats	NA	1	11	0.4889	NA	0	0.0000	Unclassified
k127_28601	300	No terminal repeats	NA	1	11	0.4889	NA	0	0.0000	Unclassified
k127_41433	230	No terminal repeats	NA	1	11	0.4889	NA	0	0.0000	Unclassified
k127_19353	342	No terminal repeats	NA	1	11	0.4889	NA	0	0.0000	Unclassified
k127_5456	336	No terminal repeats	NA	1	11	0.4889	NA	0	0.0000	Unclassified
k127_32536	240	No terminal repeats	NA	1	11	0.4889	NA	0	0.0000	Unclassified
k127_4022	285	No terminal repeats	NA	1	11	0.4889	NA	0	0.0000	Unclassified
k127_16432	301	No terminal repeats	NA	1	11	0.4889	NA	0	0.0000	Unclassified
k127_4907	301	No terminal repeats	NA	1	11	0.4889	NA	0	0.0000	Unclassified
k127_44235	296	No terminal repeats	NA	1	11	0.4888	NA	1	1.0157	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_8577	300	No terminal repeats	NA	1	11	0.4888	NA	0	0.0000	Unclassified
k127_9099	301	No terminal repeats	NA	1	11	0.4888	NA	0	0.0000	Unclassified
k127_32254	299	No terminal repeats	NA	2	11	0.4888	NA	0	0.0000	Unclassified
k127_18208	288	No terminal repeats	NA	1	11	0.4888	NA	0	0.0000	Unclassified
k127_44361	299	No terminal repeats	NA	1	11	0.4888	NA	0	0.0000	Unclassified
k127_16097	329	No terminal repeats	NA	1	11	0.4888	NA	0	0.0000	Unclassified
k127_29599	414	No terminal repeats	NA	2	11	0.4888	NA	0	0.0000	Unclassified
k127_26826	532	No terminal repeats	NA	3	11	0.4888	NA	0	0.0000	Unclassified
k127_26070	489	No terminal repeats	NA	1	11	0.4888	NA	0	0.0000	Unclassified
k127_38846	328	No terminal repeats	NA	1	11	0.4888	NA	0	0.0000	Unclassified
k127_41096	356	No terminal repeats	NA	1	11	0.4887	NA	0	0.0000	Unclassified
k127_2135	294	No terminal repeats	NA	1	11	0.4887	NA	0	0.0000	Unclassified
k127_15578	388	No terminal repeats	NA	1	11	0.4887	NA	0	0.0000	Unclassified
k127_35173	301	No terminal repeats	NA	2	11	0.4887	NA	0	0.0000	Unclassified
k127_24910	301	No terminal repeats	NA	1	11	0.4886	NA	0	0.0000	Unclassified
k127_39698	295	No terminal repeats	NA	1	11	0.4886	NA	0	0.0000	Unclassified
k127_398	298	No terminal repeats	NA	1	11	0.4886	NA	0	0.0000	Unclassified
k127_14824	299	No terminal repeats	NA	1	11	0.4886	NA	0	0.0000	Unclassified
k127_38070	301	No terminal repeats	NA	1	11	0.4886	NA	0	0.0000	Unclassified
k127_36103	295	No terminal repeats	NA	2	11	0.4886	NA	0	0.0000	Unclassified
k127_18788	529	No terminal repeats	NA	2	11	0.4886	NA	0	0.0000	Unclassified
k127_38432	301	No terminal repeats	NA	2	11	0.4886	NA	0	0.0000	Unclassified
k127_30905	301	No terminal repeats	NA	1	11	0.4886	NA	0	0.0000	Unclassified
k127_2689	301	No terminal repeats	NA	1	11	0.4886	NA	0	0.0000	Unclassified
k127_6885	516	No terminal repeats	NA	1	11	0.4885	NA	0	0.0000	Unclassified
k127_42549	301	No terminal repeats	NA	2	11	0.4885	NA	0	0.0000	Unclassified
k127_39104	300	No terminal repeats	NA	1	11	0.4885	NA	0	0.0000	Unclassified
k127_23056	299	No terminal repeats	NA	1	11	0.4885	NA	0	0.0000	Unclassified
k127_22796	282	No terminal repeats	NA	1	11	0.4885	NA	0	0.0000	Unclassified
k127_9276	301	No terminal repeats	NA	2	11	0.4885	NA	0	0.0000	Unclassified
k127_3403	301	No terminal repeats	NA	1	11	0.4885	NA	0	0.0000	Unclassified
k127_24169	377	No terminal repeats	NA	1	11	0.4885	NA	0	0.0000	Unclassified
k127_13834	301	No terminal repeats	NA	1	11	0.4885	NA	0	0.0000	Unclassified
k127_163	297	No terminal repeats	NA	1	11	0.4885	NA	0	0.0000	Unclassified
k127_22886	449	No terminal repeats	NA	1	11	0.4885	NA	0	0.0000	Unclassified
k127_9855	300	No terminal repeats	NA	1	11	0.4885	NA	0	0.0000	Unclassified
k127_6668	300	No terminal repeats	NA	2	11	0.4884	NA	0	0.0000	Unclassified
k127_13399	298	No terminal repeats	NA	1	11	0.4884	NA	0	0.0000	Unclassified
k127_16858	300	No terminal repeats	NA	1	11	0.4884	NA	0	0.0000	Unclassified
k127_25038	298	No terminal repeats	NA	1	11	0.4884	NA	0	0.0000	Unclassified
k127_44574	301	No terminal repeats	NA	1	11	0.4884	NA	0	0.0000	Unclassified
k127_30521	297	No terminal repeats	NA	1	11	0.4884	NA	0	0.0000	Unclassified
k127_29721	301	No terminal repeats	NA	1	11	0.4884	NA	0	0.0000	Unclassified
k127_8157	300	No terminal repeats	NA	1	11	0.4884	NA	0	0.0000	Unclassified
k127_7878	514	No terminal repeats	NA	1	11	0.4884	NA	0	1.7121	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_38927	301	No terminal repeats	NA	1	11	0.4884	NA	0	0.0000	Unclassified
k127_2684	293	No terminal repeats	NA	1	11	0.4884	NA	0	0.0000	Unclassified
k127_6788	297	No terminal repeats	NA	1	11	0.4883	NA	0	0.0000	Unclassified
k127_10909	297	No terminal repeats	NA	1	11	0.4883	NA	0	0.0000	Unclassified
k127_28296	288	No terminal repeats	NA	1	11	0.4883	NA	0	0.0000	Unclassified
k127_25008	469	No terminal repeats	NA	2	11	0.4883	NA	0	0.0000	Unclassified
k127_35612	383	No terminal repeats	NA	1	11	0.4883	NA	0	0.0000	Unclassified
k127_21298	297	No terminal repeats	NA	1	11	0.4883	NA	0	0.0000	Unclassified
k127_10581	301	No terminal repeats	NA	2	11	0.4883	NA	0	0.0000	Unclassified
k127_22950	317	No terminal repeats	NA	1	11	0.4883	NA	0	0.0000	Unclassified
k127_40091	547	No terminal repeats	NA	2	11	0.4883	NA	0	0.0000	Unclassified
k127_31584	301	No terminal repeats	NA	1	11	0.4883	NA	0	0.0000	Unclassified
k127_40653	264	No terminal repeats	NA	1	11	0.4883	NA	0	0.0000	Unclassified
k127_42593	300	No terminal repeats	NA	2	11	0.4882	NA	0	0.0000	Unclassified
k127_33210	301	No terminal repeats	NA	1	4	0.4882	NA	0	0.0000	Unclassified
k127_33661	272	No terminal repeats	NA	1	11	0.4882	NA	0	0.0000	Unclassified
k127_24253	366	No terminal repeats	NA	1	11	0.4882	NA	0	0.0000	Unclassified
k127_43811	235	No terminal repeats	NA	1	11	0.4881	NA	0	0.0000	Unclassified
k127_5639	290	No terminal repeats	NA	1	11	0.4881	NA	0	0.0000	Unclassified
k127_23664	432	No terminal repeats	NA	2	11	0.4881	NA	0	0.0000	Unclassified
k127_38837	406	No terminal repeats	NA	1	11	0.4881	NA	0	0.0000	Unclassified
k127_10237	301	No terminal repeats	NA	1	11	0.4881	NA	0	0.0000	Unclassified
k127_21970	299	No terminal repeats	NA	1	11	0.4881	NA	0	0.0000	Unclassified
k127_14023	299	No terminal repeats	NA	1	11	0.4880	NA	0	0.0000	Unclassified
k127_8604	301	No terminal repeats	NA	1	11	0.4880	NA	0	0.0000	Unclassified
k127_9975	473	No terminal repeats	NA	1	11	0.4880	NA	0	0.0000	Unclassified
k127_13316	301	No terminal repeats	NA	1	11	0.4880	NA	0	0.0000	Unclassified
k127_31111	454	No terminal repeats	NA	1	11	0.4880	NA	0	0.0000	Unclassified
k127_6448	299	No terminal repeats	NA	1	11	0.4880	NA	0	0.0000	Unclassified
k127_42461	277	No terminal repeats	NA	1	11	0.4880	NA	0	0.0000	Unclassified
k127_29799	336	No terminal repeats	NA	1	11	0.4880	NA	0	0.0000	Unclassified
k127_38612	301	No terminal repeats	NA	1	11	0.4880	NA	0	0.0000	Unclassified
k127_36004	321	No terminal repeats	NA	2	11	0.4879	NA	0	0.0000	Unclassified
k127_3503	273	No terminal repeats	NA	2	11	0.4879	NA	0	0.0000	Unclassified
k127_38205	441	No terminal repeats	NA	2	11	0.4879	NA	0	0.0000	Unclassified
k127_26885	534	No terminal repeats	NA	1	11	0.4879	NA	0	0.0000	Unclassified
k127_17238	301	No terminal repeats	NA	0	11	0.4879	NA	0	0.0000	Unclassified
k127_36942	301	No terminal repeats	NA	2	15	0.4879	NA	0	0.0000	Unclassified
k127_9366	301	No terminal repeats	NA	0	11	0.4879	NA	0	0.0000	Unclassified
k127_29157	301	No terminal repeats	NA	1	11	0.4879	NA	0	0.0000	Unclassified
k127_10895	300	No terminal repeats	NA	2	11	0.4878	NA	0	0.0000	Unclassified
k127_28608	508	No terminal repeats	NA	2	11	0.4878	NA	0	0.0000	Unclassified
k127_16356	286	No terminal repeats	NA	1	11	0.4878	NA	0	0.0000	Unclassified
k127_35767	435	No terminal repeats	NA	1	11	0.4878	NA	0	0.0000	Unclassified
k127_24752	274	No terminal repeats	NA	1	11	0.4878	NA	0	0.0000	Unclassified
k127_38645	295	No terminal repeats	NA	1	11	0.4878	NA	0	0.0000	Unclassified
k127_24081	301	No terminal repeats	NA	1	11	0.4878	NA	0	0.0000	Unclassified
k127_40171	295	No terminal repeats	NA	1	11	0.4878	NA	0	0.0000	Unclassified
k127_35639	525	No terminal repeats	NA	1	11	0.4878	NA	0	0.0000	Unclassified
k127_33803	370	No terminal repeats	NA	2	11	0.4878	NA	0	0.0000	Unclassified
k127_43982	300	No terminal repeats	NA	1	11	0.4878	NA	0	0.0000	Unclassified
k127_34631	291	No terminal repeats	NA	1	11	0.4878	NA	0	0.0000	Unclassified
k127_36947	280	No terminal repeats	NA	1	11	0.4878	NA	0	0.0000	Unclassified
k127_3427	299	No terminal repeats	NA	1	11	0.4878	NA	0	1.7169	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_10364	300	No terminal repeats	NA	1	11	0.4878	NA	0	0.0000	Unclassified
k127_27549	402	No terminal repeats	NA	1	11	0.4878	NA	0	0.0000	Unclassified
k127_3722	536	No terminal repeats	NA	2	11	0.4878	NA	0	0.0000	Unclassified
k127_18709	301	No terminal repeats	NA	1	11	0.4878	NA	0	0.0000	Unclassified
k127_31976	301	No terminal repeats	NA	1	11	0.4877	NA	0	0.0000	Unclassified
k127_35177	289	No terminal repeats	NA	1	11	0.4877	NA	0	0.0000	Unclassified
k127_31370	300	No terminal repeats	NA	1	11	0.4877	NA	0	0.0000	Unclassified
k127_36904	300	No terminal repeats	NA	1	11	0.4877	NA	0	0.0000	Unclassified
k127_43804	295	No terminal repeats	NA	1	11	0.4877	NA	0	0.0000	Unclassified
k127_32158	227	No terminal repeats	NA	1	11	0.4877	NA	0	0.0000	Unclassified
k127_6738	249	No terminal repeats	NA	1	11	0.4877	NA	0	0.0000	Unclassified
k127_41020	299	No terminal repeats	NA	1	11	0.4877	NA	0	0.0000	Unclassified
k127_23883	587	No terminal repeats	NA	1	11	0.4877	NA	0	0.0000	Unclassified
k127_14148	328	No terminal repeats	NA	2	11	0.4877	NA	0	0.0000	Unclassified
k127_33704	301	No terminal repeats	NA	1	11	0.4877	NA	0	0.0000	Unclassified
k127_22281	307	No terminal repeats	NA	1	11	0.4877	NA	0	0.0000	Unclassified
k127_30118	301	No terminal repeats	NA	1	11	0.4876	NA	0	0.0000	Unclassified
k127_2982	301	No terminal repeats	NA	2	11	0.4876	NA	0	0.0000	Unclassified
k127_7116	296	No terminal repeats	NA	1	11	0.4876	NA	0	0.0000	Unclassified
k127_42828	384	No terminal repeats	NA	1	11	0.4876	NA	0	0.0000	Unclassified
